round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.3831,11,,dropped(min-support)
0,3,0.3446,1,,dropped(min-support)
0,4,0.3649,0,,dropped(min-support)
0,6,0.1069,30,,dropped(min-support)
0,1,0.2138,790,0.6353,kept(prune off)
0,5,0.3986,85,30.366,kept(prune off)
0,7,0.1271,83178,0.001,kept(prune off)
0,8,0.1057,1459,7.8544,kept(prune off)
