round,expert,coverage,regime_tune_rows,marginal,action
0,3,0.6347,14,,dropped(min-support)
0,4,0.2754,0,,dropped(min-support)
0,7,0.0664,34,,dropped(min-support)
0,1,0.1283,2218,4.6562,kept(prune off)
0,2,0.4977,106,2.0526,kept(prune off)
0,5,0.0411,633,0.0,kept(prune off)
0,6,0.0565,79499,0.0003,kept(prune off)
0,8,0.0554,53,0.667,kept(prune off)
