cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15892,0.6564684906156235,49.100527686162486,0,0,0,0,0,15892,0
1,40275,0.18645927929334827,4.9825049866536,253,0,38556,0,0,1466,0
2,405,0.002153501205565285,5.722547232035135,0,0,0,405,0,0,0
3,1931415,0.010848035832392524,0.006044700687418799,1740739,20642,18633,131268,18784,1349,0
4,112,0.004920601881874152,2910.5392833989827,0,0,0,0,0,0,112
