K,beta,tune_expert_balanced_nll
2,0.0,1.684393
2,0.5,3.158948
2,1.0,6.361602
4,0.0,0.962071
4,0.5,2.34737
4,1.0,5.618019
8,0.0,1.18953
8,0.5,3.055959
8,1.0,6.986928
