class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3496238,0,141,6547,0
bot,41542,41415,0,0,127,0
brute_force,115040,115020,0,0,20,0
ddos,264872,191585,25752,0,47535,39
dos,60594,36761,610,0,23223,0
infiltration,37631,10158,49,0,27424,192
web_attacks,509,236,125,0,148,2
