beta,T,tune_balanced_nll
0.0,0.8,2.008731
0.0,1.0,1.833845
0.0,1.25,1.76457
0.5,0.8,7.447313
0.5,1.0,6.268299
0.5,1.25,5.397693
1.0,0.8,19.239755
1.0,1.0,15.52893
1.0,1.25,12.628718
