beta,T,tune_balanced_nll
0.0,0.8,4.13648
0.0,1.0,3.58985
0.0,1.25,3.227332
0.5,0.8,7.884401
0.5,1.0,6.584187
0.5,1.25,5.6236
1.0,0.8,13.411031
1.0,1.0,10.94369
1.0,1.25,9.044296
