beta,T,tune_balanced_nll
0.0,0.8,2.32429
0.0,1.0,2.073578
0.0,1.25,1.9629
0.5,0.8,7.080978
0.5,1.0,5.996994
0.5,1.25,5.222965
1.0,0.8,18.256087
1.0,1.0,14.792968
1.0,1.25,12.115418
