beta,T,tune_balanced_nll
0.0,0.8,8.497781
0.0,1.0,7.066746
0.0,1.25,6.062254
0.5,0.8,18.509737
0.5,1.0,15.038257
0.5,1.25,12.380019
1.0,0.8,30.84495
1.0,1.0,24.923975
1.0,1.25,20.30058
