beta,T,tune_balanced_nll
0.0,0.8,6.877861
0.0,1.0,5.615072
0.0,1.25,4.677055
0.5,0.8,8.61885
0.5,1.0,7.0559
0.5,1.25,5.879515
1.0,0.8,10.876155
1.0,1.0,8.920508
1.0,1.25,7.440185
