model,class,window,validation_FPR_target,threshold,positives,negatives,TP,FP,recall,FPR
global_raw,benign,full_test,0.001,0.9824267029762268,2652203,390270,1518596,327,0.5725790974521935,0.000837881466676916
global_raw,benign,time_quartile_1,0.001,0.9824267029762268,420631,339986,227260,1,0.5402835264162651,2.9412975828416463e-06
global_raw,benign,time_quartile_2,0.001,0.9824267029762268,752591,8028,436889,326,0.5805131871095988,0.04060787244643747
global_raw,benign,time_quartile_3,0.001,0.9824267029762268,759904,714,426314,0,0.5610103381479766,0.0
global_raw,benign,time_quartile_4,0.001,0.9824267029762268,719077,41542,428133,0,0.5953924266803138,0.0
global_raw,benign,full_test,0.01,0.8602356910705566,2652203,390270,2357455,2908,0.8888667270190103,0.007451251697542727
global_raw,benign,time_quartile_1,0.01,0.8602356910705566,420631,339986,378081,1,0.8988424533617351,2.9412975828416463e-06
global_raw,benign,time_quartile_2,0.01,0.8602356910705566,752591,8028,668816,2715,0.8886845577478338,0.3381913303437967
global_raw,benign,time_quartile_3,0.01,0.8602356910705566,759904,714,674432,192,0.8875226344380343,0.2689075630252101
global_raw,benign,time_quartile_4,0.01,0.8602356910705566,719077,41542,636126,0,0.8846423957378695,0.0
global_raw,bot,full_test,0.001,0.011136937886476517,41542,3000931,41542,9997,1.0,0.0033312995200489447
global_raw,bot,time_quartile_1,0.001,0.011136937886476517,0,760617,0,9493,,0.012480657150707912
global_raw,bot,time_quartile_2,0.001,0.011136937886476517,0,760619,0,155,,0.00020378139383843947
global_raw,bot,time_quartile_3,0.001,0.011136937886476517,0,760618,0,86,,0.00011306595426350679
global_raw,bot,time_quartile_4,0.001,0.011136937886476517,41542,719077,41542,263,1.0,0.00036574664465696997
global_raw,bot,full_test,0.01,0.006614952348172665,41542,3000931,41542,40603,1.0,0.013530134481599211
global_raw,bot,time_quartile_1,0.01,0.006614952348172665,0,760617,0,39910,,0.052470560084773285
global_raw,bot,time_quartile_2,0.01,0.006614952348172665,0,760619,0,229,,0.0003010705754129203
global_raw,bot,time_quartile_3,0.01,0.006614952348172665,0,760618,0,111,,0.00014593396422382852
global_raw,bot,time_quartile_4,0.01,0.006614952348172665,41542,719077,41542,353,1.0,0.0004909070933988989
global_raw,brute_force,full_test,0.001,0.0002503029245417565,37696,3004777,37696,4781,1.0,0.001591133052469451
global_raw,brute_force,time_quartile_1,0.001,0.0002503029245417565,37696,722921,37696,550,1.0,0.0007608023559974049
global_raw,brute_force,time_quartile_2,0.001,0.0002503029245417565,0,760619,0,362,,0.0004759281585130006
global_raw,brute_force,time_quartile_3,0.001,0.0002503029245417565,0,760618,0,467,,0.0006139744260588101
global_raw,brute_force,time_quartile_4,0.001,0.0002503029245417565,0,760619,0,3402,,0.004472672915086265
global_raw,brute_force,full_test,0.01,7.346132042584941e-05,37696,3004777,37696,37022,1.0,0.012321047452107095
global_raw,brute_force,time_quartile_1,0.01,7.346132042584941e-05,37696,722921,37696,31664,1.0,0.04380008327327606
global_raw,brute_force,time_quartile_2,0.01,7.346132042584941e-05,0,760619,0,715,,0.0009400238489966725
global_raw,brute_force,time_quartile_3,0.01,7.346132042584941e-05,0,760618,0,816,,0.0010728118451049015
global_raw,brute_force,time_quartile_4,0.01,7.346132042584941e-05,0,760619,0,3827,,0.005031428349804567
global_raw,ddos,full_test,0.001,0.0009831709321588278,262680,2779793,262680,4717,1.0,0.0016968889410110752
global_raw,ddos,time_quartile_1,0.001,0.0009831709321588278,262680,497937,262680,647,1.0,0.0012993611641633378
global_raw,ddos,time_quartile_2,0.001,0.0009831709321588278,0,760619,0,400,,0.0005258874679701664
global_raw,ddos,time_quartile_3,0.001,0.0009831709321588278,0,760618,0,326,,0.0004285988498825955
global_raw,ddos,time_quartile_4,0.001,0.0009831709321588278,0,760619,0,3344,,0.004396419232230591
global_raw,ddos,full_test,0.01,0.00015508377691730857,262680,2779793,262680,46222,1.0,0.016627856822432462
global_raw,ddos,time_quartile_1,0.01,0.00015508377691730857,262680,497937,262680,2498,1.0,0.0050166988996599975
global_raw,ddos,time_quartile_2,0.01,0.00015508377691730857,0,760619,0,898,,0.0011806173655930236
global_raw,ddos,time_quartile_3,0.01,0.00015508377691730857,0,760618,0,1224,,0.0016092177676573522
global_raw,ddos,time_quartile_4,0.01,0.00015508377691730857,0,760619,0,41602,,0.054694926106237156
global_raw,dos,full_test,0.001,0.002293236553668976,39483,3002990,39483,15759,1.0,0.0052477697228429
