model,class,AP,R_at_FPR_001,R_at_FPR_01
global_raw,benign,0.9995935647438053,0.6157635746585008,0.932490084657924
global_raw,bot,0.9999972398677586,1.0,1.0
global_raw,brute_force,0.999999838164978,1.0,1.0
global_raw,ddos,0.9999987399847176,1.0,1.0
global_raw,dos,0.99972607589693,0.997720537953043,1.0
global_raw,infiltration,0.19438357564234313,0.15225348890414092,0.35529627087622967
global_raw,web_attacks,0.2231658196592923,0.9921259842519685,0.9921259842519685
global_calibrated,benign,0.9995952519240783,0.6134421083152383,0.9323607582074223
global_calibrated,bot,0.9999980265989147,1.0,1.0
global_calibrated,brute_force,0.9999998240986274,1.0,1.0
global_calibrated,ddos,0.9999987069160172,1.0,1.0
global_calibrated,dos,0.9997128658384051,0.997720537953043,1.0
global_calibrated,infiltration,0.19408686455096036,0.15225348890414092,0.35552505147563485
global_calibrated,web_attacks,0.21864091284656215,0.9921259842519685,0.9921259842519685
designed_e1_raw,benign,0.9991563493526876,0.3914300677587651,0.8587525163043703
designed_e1_raw,bot,0.9975722484802081,0.9971113571806846,0.9971113571806846
designed_e1_raw,brute_force,0.999988850677192,1.0,1.0
designed_e1_raw,ddos,0.9999951578434652,0.9999086340794884,0.9999771585198721
designed_e1_raw,dos,0.9995562528852115,0.9971633361193425,1.0
designed_e1_raw,infiltration,0.177440568670304,0.1353237245481583,0.3202928391672386
designed_e1_raw,web_attacks,0.1964990536308817,0.9133858267716536,0.9212598425196851
designed_e1_calibrated,benign,0.9991059090374553,0.3781237710688058,0.8560261035825689
designed_e1_calibrated,bot,0.9975726616703192,0.9971113571806846,0.9971113571806846
designed_e1_calibrated,brute_force,0.9999861568003275,1.0,1.0
designed_e1_calibrated,ddos,0.9999950276681151,0.9999048271661337,0.9999771585198721
designed_e1_calibrated,dos,0.9995709753354542,0.9971633361193425,1.0
designed_e1_calibrated,infiltration,0.1779985374503152,0.13601006634637383,0.3204072294669412
designed_e1_calibrated,web_attacks,0.19481050004521347,0.9133858267716536,0.9212598425196851
designed_e2_raw,benign,0.9993402440751302,0.5245118869106173,0.8682197403441592
designed_e2_raw,bot,0.9968304377773275,0.9971113571806846,0.9971113571806846
designed_e2_raw,brute_force,0.9999941824517611,1.0,1.0
designed_e2_raw,ddos,0.9999992360712128,1.0,1.0
designed_e2_raw,dos,0.999777009742845,1.0,1.0
designed_e2_raw,infiltration,0.12991350012617503,0.1363532372454816,0.19091741020361475
designed_e2_raw,web_attacks,0.1472726292450474,0.1732283464566929,0.30708661417322836
designed_e2_calibrated,benign,0.9993584281211658,0.5153662822943794,0.8678487280196878
designed_e2_calibrated,bot,0.9968007347245976,0.9971113571806846,0.9971113571806846
designed_e2_calibrated,brute_force,0.9999947831086601,1.0,1.0
designed_e2_calibrated,ddos,0.9999992230357756,1.0,1.0
designed_e2_calibrated,dos,0.9997386269577188,0.9999746726439227,1.0
designed_e2_calibrated,infiltration,0.12657209047829335,0.13612445664607642,0.18943033630748113
designed_e2_calibrated,web_attacks,0.1473701972045309,0.1732283464566929,0.2992125984251969
designed_e3_raw,benign,0.9944555539317763,0.5480519402172458,0.6457842782019325
designed_e3_raw,bot,0.9992260518945791,0.9971113571806846,1.0
designed_e3_raw,brute_force,0.9999995892556123,1.0,1.0
designed_e3_raw,ddos,0.999978905958447,0.9998972133394244,1.0
designed_e3_raw,dos,0.999941141471818,0.9998986905756908,1.0
designed_e3_raw,infiltration,0.12906266350158824,0.1238846945778998,0.16975520475863648
designed_e3_raw,web_attacks,0.1629916309205313,0.968503937007874,1.0
designed_e3_calibrated,benign,0.994731706949773,0.5738222149661998,0.6711054923020598
designed_e3_calibrated,bot,0.9993628667846087,0.9971113571806846,1.0
designed_e3_calibrated,brute_force,0.9999996019056564,1.0,1.0
designed_e3_calibrated,ddos,0.9999841543002161,0.9999352824729709,1.0
designed_e3_calibrated,dos,0.9999455987701785,1.0,1.0
designed_e3_calibrated,infiltration,0.12768070821939556,0.11896591169068862,0.1672386181651796
designed_e3_calibrated,web_attacks,0.1628845198322526,0.968503937007874,1.0
designed_e4_raw,benign,0.9994079134682735,0.6355429806843593,0.820042055604341
designed_e4_raw,bot,0.9983609326180536,0.9971113571806846,0.9971113571806846
designed_e4_raw,brute_force,1.0,1.0,1.0
designed_e4_raw,ddos,0.9999998885319021,1.0,1.0
designed_e4_raw,dos,0.9998505285113498,1.0,1.0
designed_e4_raw,infiltration,0.14521421661013253,0.13681079844429192,0.17947838023335622
designed_e4_raw,web_attacks,0.16685940739754274,0.968503937007874,0.9921259842519685
