beta,T,tune_balanced_nll
0.0,0.8,7.000813
0.0,1.0,5.894355
0.0,1.25,5.066672
0.5,0.8,10.538508
0.5,1.0,8.651819
0.5,1.25,7.224329
1.0,0.8,14.802817
1.0,1.0,12.021783
1.0,1.25,9.869986
