,expert1,expert2,expert3,expert4,expert5,expert6,expert7,expert8,global,union
regime1,0.9999033115784385,0.9998791394730481,0.9999033115784385,0.9999033115784385,0.9999033115784385,0.9999033115784385,0.9997341068407058,0.9999033115784385,0.9999033115784385,0.9999516557892193
regime2,0.8413532354385266,0.9967391491904933,0.8403775292672635,0.8399641875050001,0.8419320707716392,0.7121435417506553,0.8168727362283467,0.8286686630472464,0.9978693683165304,0.9995588145326885
regime3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
regime4,0.9996913183279743,0.9999228295819935,0.9995112540192926,0.9995627009646302,0.9996398713826367,0.9994083601286173,0.9994340836012862,0.9997427652733119,0.9996913183279743,0.9999485530546623
regime5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
regime6,0.159154284762975,0.9661797144878678,0.5238689807300121,0.4790943521871228,0.1687601448370583,0.36762808507096184,0.5988596162650351,0.48232405210804513,0.9542015232863029,0.9982519665376451
regime7,0.9999881690407458,0.9989154954017005,0.9999881690407458,0.9999881690407458,0.9997909863865095,0.9999842253876611,0.9999921126938306,0.9999881690407458,0.9999763380814917,0.9999921126938306
regime8,0.2976588628762542,0.3935340022296544,0.19620958751393533,0.22073578595317725,0.2552954292084727,0.1505016722408027,0.34448160535117056,0.5830546265328874,0.28651059085841696,0.7525083612040134
