,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
expert1,0.8102185239968434,0.9967262048047759,0.9994694397283531,0.9992538449824881,0.9857660258845579,0.7768245252802563,0.9921259842519685
expert2,0.999808084071996,0.9957392518415098,0.9994694397283531,0.9838472666362114,0.9844236760124611,0.12731640356897736,0.905511811023622
expert3,0.8259277287598272,0.9970150690867075,0.9994694397283531,1.0,0.984499658080693,0.7095630290551361,0.952755905511811
expert4,0.8235033291192265,0.9958596119589813,0.9994694397283531,1.0,0.984499658080693,0.7173415694349119,0.9606299212598425
expert5,0.811382839096404,0.9969909970632131,0.9994694397283531,0.9966689508146794,0.9857660258845579,0.7913520933424846,0.937007874015748
expert6,0.6950614262935378,0.9957873958884984,0.9994694397283531,0.9999695446931628,0.9840690930273789,0.8643331045527339,0.9606299212598425
expert7,0.8068466101576689,0.9955707476770498,0.9994694397283531,0.9996459570580174,0.9848795684218524,0.7029283916723862,0.952755905511811
expert8,0.8128544459077982,0.9959318280294641,0.9994694397283531,1.0,0.984499658080693,0.747654998856097,0.11023622047244094
global,0.9983681490443982,0.9964614125463387,0.9994694397283531,0.9982412060301508,0.9844236760124611,0.3126286890871654,0.8740157480314961
