regime,rows,row_share,top_class,top_share,second_class,second_share,block_dominant_class,block_dominant_share,global_acc,own_acc,best_other_expert,best_other_acc,union_acc,own_minus_global,own_minus_best_other,own_H,own_D
1,41370,0.013597491251360325,bot,0.9999033115784385,benign,9.668842156151801e-05,bot,0.999860529986053,0.9999033115784385,0.9999033115784385,3,0.9999033115784385,0.9999516557892193,0.0,0.0,0,0
2,2549948,0.838116887150683,benign,0.9966850304398365,infiltration,0.0017067014699907606,benign,0.9960107526881721,0.9978693683165304,0.9967391491904933,5,0.8419320707716392,0.9995588145326885,-0.0011302191260370575,0.1548070784188541,5,2887
3,6686,0.0021975544236547046,brute_force,1.0,benign,0.0,brute_force,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0,0
4,38875,0.012777434672386574,dos,0.999459807073955,benign,0.0005401929260450161,dos,1.0,0.9996913183279743,0.9995627009646302,2,0.9999228295819935,0.9999485530546623,-0.0001286173633441301,-0.00036012861736334223,1,6
5,30990,0.010185792938836268,brute_force,1.0,benign,0.0,brute_force,0.9999534190422955,1.0,1.0,1,1.0,1.0,0.0,0.0,0,0
6,120135,0.03948597078757971,benign,0.91714321388438,ddos,0.047171931576975905,infiltration,0.9940399484536082,0.9542015232863029,0.36762808507096184,2,0.9661797144878678,0.9982519665376451,-0.5865734382153411,-0.598551629416906,1498,71966
7,253572,0.08334404282305874,ddos,0.9999763380814917,benign,2.3661918508352658e-05,ddos,0.8779462365591398,0.9999763380814917,0.9999921126938306,1,0.9999881690407458,0.9999921126938306,1.5774612338925742e-05,3.943653084759191e-06,4,0
8,897,0.0002948259524406626,benign,0.5529542920847269,dos,0.18729096989966554,benign,0.9781102798559158,0.28651059085841696,0.5830546265328874,2,0.3935340022296544,0.7525083612040134,0.29654403567447046,0.18952062430323302,364,98
