K,beta,tune_expert_balanced_nll
2,0.0,1.421092
2,0.5,2.830326
2,1.0,6.051241
4,0.0,1.209395
4,0.5,2.780349
4,1.0,6.374125
8,0.0,0.951069
8,0.5,2.6068
8,1.0,6.345597
