class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,29728,29728,0,3500467,3500467
bot,7,7,0,41417,41417
brute_force,21119,21119,0,115020,115020
ddos,145,145,0,263934,263934
dos,68,68,0,38832,38832
infiltration,150,150,0,9854,9854
web_attacks,2149,2149,0,224,224
