expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,16324,12761,16324,0,9,0,0,0,16195,120
2,1972611,12761,186000,101790,20642,40600,16509,3947,2512,0
