arm,split,class,support,global_f1,system_f1,delta_f1,precision,recall,helpful,harmful,net_correction
legacy,cal_confirm,backdoor,1630,0.9978494623655914,0.9978494623655914,0.0,0.9993846153846154,0.996319018404908,0,0,0.0
legacy,cal_confirm,benign,239,0.09686609686609686,0.15601442150114717,0.059148324635050306,0.08463726884779517,0.99581589958159,0,0,0.0
legacy,cal_confirm,ddos,8320,0.9935212957408518,0.9935212957408518,0.0,0.9917365269461078,0.9953125,0,0,0.0
legacy,cal_confirm,dos,1074,0.9737720553171197,0.9733079122974261,-0.00046414301969366356,0.9970703125,0.9506517690875232,0,0,0.0
legacy,cal_confirm,injection,12617,0.9447427108284464,0.9447427108284464,0.0,0.9862895576442183,0.9065546484901323,0,0,0.0
legacy,cal_confirm,mitm,180,0.6628895184135978,0.6610169491525424,-0.0018725692610553901,0.6724137931034483,0.65,0,0,0.0
legacy,cal_confirm,password,10272,0.9940160544879592,0.993967697995719,-4.8356492240109183e-05,0.9933877868533645,0.9945482866043613,0,0,0.0
legacy,cal_confirm,ransomware,119,0.9915254237288136,0.9915254237288136,0.0,1.0,0.9831932773109243,0,0,0.0
legacy,cal_confirm,scanning,2566,0.04334600760456274,0.6695944200464996,0.6262484124419369,0.993103448275862,0.505066250974279,1239,0,0.4828526890101325
legacy,cal_confirm,xss,14576,0.9566909631307056,0.9769744814930231,0.020283518362317565,0.9862285914016078,0.9678924259055982,589,0,0.04040889132821076
global,full_test,backdoor,40030,0.9987389659520807,0.9987389659520807,0.0,0.998327633976487,0.9991506370222333,0,0,0.0
global,full_test,benign,1474302,0.9119074559634021,0.9119074559634021,0.0,0.9664935534438341,0.8631576162821457,0,0,0.0
global,full_test,ddos,103338,0.9687004211144844,0.9687004211144844,0.0,0.9804920600305307,0.9571890301728309,0,0,0.0
global,full_test,dos,22458,0.9831090114983511,0.9831090114983511,0.0,0.9839860826121867,0.9822335025380711,0,0,0.0
global,full_test,injection,68891,0.9315305555360145,0.9315305555360145,0.0,0.9037537537537538,0.9610689349842505,0,0,0.0
global,full_test,mitm,1161,0.06737937379056562,0.06737937379056562,0.0,0.034977932942493906,0.9147286821705426,0,0,0.0
global,full_test,password,210951,0.8909104384376754,0.8909104384376754,0.0,0.8050854592910668,0.9972173632739356,0,0,0.0
global,full_test,ransomware,709,0.1396551724137931,0.1396551724137931,0.0,0.07560378018900946,0.9139633286318759,0,0,0.0
global,full_test,scanning,6029,0.13841678150359824,0.13841678150359824,0.0,0.900398406374502,0.07497097362746724,0,0,0.0
global,full_test,xss,343854,0.8069904524044945,0.8069904524044945,0.0,0.7356565373630294,0.8936438139442903,0,0,0.0
correctness_oracle,full_test,backdoor,40030,0.9987389659520807,0.9992259868667449,0.0004870209146642379,0.998702335795568,0.9997501873594804,24,0,0.0005995503372470647
correctness_oracle,full_test,benign,1474302,0.9119074559634021,0.9353305986384249,0.02342314267502288,0.9990612629943398,0.8792431944065734,23715,0,0.016085578124427697
correctness_oracle,full_test,ddos,103338,0.9687004211144844,0.9888011625090821,0.02010074139459772,0.9898847854759872,0.9877199094234453,3155,0,0.030530879250614488
