run,score,coverage,rows,balanced_error,classes_present,error_rate,macro_f1
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_maxprob,1.0,4023114,0.306512,7,0.035566,0.682439
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_maxprob,0.99,3982883,0.261439,7,0.029498,0.72456
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_maxprob,0.97,3902421,0.346326,7,0.027994,0.616468
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_maxprob,0.95,3821958,0.298408,7,0.02307,0.624642
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_maxprob,0.9,3620803,0.318339,7,0.020186,0.585293
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_maxprob,0.8,3218491,0.296183,7,0.018606,0.591921
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_maxprob,0.7,2816180,0.287789,7,0.017475,0.599986
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_maxprob,0.5,2011557,0.125558,6,0.00273,0.661114
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_maxprob,0.3,1206934,0.059374,6,0.002094,0.712698
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_maxprob,AURC_balanced,4023114,0.150536,7,,
20260827_161322_nfv3_cic2018_exp24b_signscorer,global_maxprob,1.0,4023114,0.345094,7,0.039397,0.669039
20260827_161322_nfv3_cic2018_exp24b_signscorer,global_maxprob,0.99,3982883,0.317016,7,0.032835,0.70849
20260827_161322_nfv3_cic2018_exp24b_signscorer,global_maxprob,0.97,3902421,0.404983,7,0.031916,0.598328
20260827_161322_nfv3_cic2018_exp24b_signscorer,global_maxprob,0.95,3821958,0.37833,7,0.025775,0.571894
20260827_161322_nfv3_cic2018_exp24b_signscorer,global_maxprob,0.9,3620803,0.333561,7,0.020798,0.596065
20260827_161322_nfv3_cic2018_exp24b_signscorer,global_maxprob,0.8,3218491,0.304985,7,0.01009,0.605723
20260827_161322_nfv3_cic2018_exp24b_signscorer,global_maxprob,0.7,2816180,0.297523,7,0.006024,0.611365
20260827_161322_nfv3_cic2018_exp24b_signscorer,global_maxprob,0.5,2011557,0.295583,6,0.001884,0.617052
20260827_161322_nfv3_cic2018_exp24b_signscorer,global_maxprob,0.3,1206934,0.242542,6,0.00043,0.671677
20260827_161322_nfv3_cic2018_exp24b_signscorer,global_maxprob,AURC_balanced,4023114,0.211337,7,,
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_glower,1.0,4023114,0.306512,7,0.035566,0.682439
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_glower,0.99,3982883,0.193189,7,0.031053,0.707149
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_glower,0.97,3902421,0.068629,7,0.01985,0.779523
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_glower,0.95,3821958,0.051915,7,0.013072,0.789186
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_glower,0.9,3620803,0.179937,7,0.012784,0.604913
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_glower,0.8,3218491,0.179957,7,0.014198,0.643186
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_glower,0.7,2816180,0.179985,7,0.016027,0.645753
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_glower,0.5,2011557,0.180028,7,0.021562,0.654693
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_glower,0.3,1206934,0.180156,7,0.034609,0.664141
20260827_161322_nfv3_cic2018_exp24b_signscorer,system_glower,AURC_balanced,4023114,0.12013,7,,
