round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.7437,0,,dropped(min-support)
0,5,0.7475,45,,dropped(min-support)
0,7,0.4446,42,,dropped(min-support)
1,1,0.7273,74257,1.0868,kept
1,3,0.5236,5096,6.2627,kept
1,4,0.5149,5177,9.5576,kept
1,6,0.4103,160,5.2758,kept
1,8,0.3294,117345,0.0011,removed
2,1,0.7273,74257,1.087,kept
2,3,0.5236,5096,6.5531,kept
2,4,0.5149,5177,9.5576,kept
2,6,0.4103,160,5.2758,kept
