class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3494007,1,213,8705,2
bot,41542,41415,0,0,127,0
brute_force,115040,77344,0,0,37696,37338
ddos,264872,220050,946,28,43848,0
dos,60594,19441,14635,0,26518,22
infiltration,37631,11889,59,0,25683,8
web_attacks,509,229,12,0,268,1
