run,class,rows,proposed,accepted,g_ok_f_ok,helpful,harmful,wrong_wrong,wrong_wrong_changed,net_correction,net_per_1M,harmful_rate_of_correct,harmful_rate_lo,harmful_rate_hi,override_precision,override_prec_lo,override_prec_hi,acc_global_on_proposed,acc_final_on_proposed,acc_global_on_accepted,acc_final_on_accepted
20260827_161322_nfv3_cic2018_exp24b_signscorer,benign,3502926,2851,2782,3494007,1,213,8705,2,-212,-60.521,6.096e-05,5.33e-05,6.971e-05,0.004673,0.000825,0.02599,0.212557,0.138197,0.196981,0.120776
20260827_161322_nfv3_cic2018_exp24b_signscorer,bot,41542,30,4,41415,0,0,127,0,0,0.0,0.0,0.0,9.275e-05,0.0,0.0,0.793451,0.966667,0.966667,0.75,0.75
20260827_161322_nfv3_cic2018_exp24b_signscorer,brute_force,115040,37548,37338,77344,0,0,37696,37338,0,0.0,0.0,0.0,4.966e-05,0.0,0.0,0.793451,0.0,0.0,0.0,0.0
20260827_161322_nfv3_cic2018_exp24b_signscorer,ddos,264872,92266,73413,220050,946,28,43848,0,918,3465.825,0.00012723,8.803e-05,0.00018388,0.971253,0.958766,0.980037,0.989693,0.999642,0.987087,0.999591
20260827_161322_nfv3_cic2018_exp24b_signscorer,dos,60594,16238,16106,19441,14635,0,26518,22,14635,241525.564,0.0,0.0,0.00019756,1.0,0.999738,1.0,0.097241,0.998522,0.089842,0.99851
20260827_161322_nfv3_cic2018_exp24b_signscorer,infiltration,37631,8807,8801,11889,59,0,25683,8,59,1567.856,0.0,0.0,0.00032301,1.0,0.938871,1.0,0.991711,0.99841,0.992387,0.999091
20260827_161322_nfv3_cic2018_exp24b_signscorer,web_attacks,509,246,238,229,12,0,268,1,12,23575.639,0.0,0.0,0.01649817,1.0,0.757506,1.0,0.922764,0.971545,0.945378,0.995798
20260827_161322_nfv3_cic2018_exp24b_signscorer,ALL,4023114,157986,138682,3864375,15653,241,142845,37371,15412,3830.863,6.236e-05,5.497e-05,7.075e-05,0.984837,0.982817,0.986623,0.648728,0.746281,0.601534,0.712666
