class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,20000,19970,0,0,30,0
bot,20000,19930,0,0,70,0
brute_force,20002,19998,0,0,4,0
ddos,20002,19736,0,0,266,0
dos,20005,12840,0,0,7165,0
infiltration,20000,5364,0,0,14636,0
web_attacks,509,481,0,0,28,0
