round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.2674,2,,dropped(min-support)
0,4,0.4088,0,,dropped(min-support)
0,5,0.662,25,,dropped(min-support)
0,1,0.4591,180,0.3457,kept(prune off)
0,3,0.1307,18029,0.001,kept(prune off)
0,6,0.7229,106,0.6431,kept(prune off)
0,7,0.0942,834,0.0793,kept(prune off)
0,8,0.1119,591,0.374,kept(prune off)
