cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,5167,0.2835156794015697,2.0307815076773728,0,0,0,0,0,5167,0
1,71814,0.1432308409479031,0.07359677266058035,14939,14993,14999,14999,9765,2119,0
2,380,0.012820091350628872,5.174909229685723,0,0,0,0,0,0,380
3,3603,0.18203815229008594,1.870302304627423,1,0,0,0,0,3602,0
4,4040,0.25215355785850946,2.341458912669104,0,0,0,0,1,4039,0
