expert,class,rows,mean_gain,frac_positive
1,benign,15000,-0.6305883793721652,0.020066666666666667
1,bot,15000,-0.0014053348956410822,0.0005333333333333334
1,brute_force,15001,-0.1021608550524213,0.0015332311179254716
1,ddos,15001,0.0007007121494752924,0.6928204786347577
1,dos,15003,-0.0011212443860628973,0.8189028860894487
1,infiltration,15000,0.8229521739609758,0.6310666666666667
1,web_attacks,381,2.016275383337143,0.5748031496062992
2,benign,15000,-0.17676058587741064,0.09253333333333333
2,bot,15000,-0.0886637382093549,0.0
2,brute_force,15001,-0.23721492323692878,0.0001999866675554963
2,ddos,15001,-0.04221548065654622,0.0005999600026664889
2,dos,15003,-0.23560941046373457,0.061854295807505164
2,infiltration,15000,-0.12167466690139905,0.5434666666666667
2,web_attacks,381,-4.040064731514825,0.22572178477690288
3,benign,15000,-0.3229211485592224,0.06986666666666666
3,bot,15000,1.4293041486988368e-05,0.3286
3,brute_force,15001,0.0012052301391456905,0.9998000133324445
3,ddos,15001,0.0012034019730760316,0.838677421505233
3,dos,15003,0.0017919902611219557,0.6393387989068853
3,infiltration,15000,0.8985351690544492,0.9698666666666667
3,web_attacks,381,4.241524937797734,0.8923884514435696
4,benign,15000,-0.36755555032547854,0.017333333333333333
4,bot,15000,-0.06566020618674147,0.0
4,brute_force,15001,-0.6427032320399219,0.0
4,ddos,15001,-0.3454265305089153,6.666222251849876e-05
4,dos,15003,0.16831002218663726,0.3587949076851296
4,infiltration,15000,0.5872122671855543,0.5898
4,web_attacks,381,-7.6196938696819885,0.15748031496062992
5,benign,15000,-0.5303999715360848,0.009733333333333333
5,bot,15000,-0.016788342048406873,0.0
5,brute_force,15001,-0.028123623441177914,0.0001999866675554963
5,ddos,15001,-0.07363070151545374,0.0007999466702219852
5,dos,15003,-0.028348271199510396,0.03612610811171099
5,infiltration,15000,0.9021919407738794,0.6094666666666667
5,web_attacks,381,-3.4705961916592254,0.25196850393700787
