bank,expert,block_rows,residual_regime_rows,identical_to_residual,selector_active
residual,1,5167,5167,True,False
residual,2,71814,71814,True,False
residual,3,380,380,True,False
residual,4,3603,3603,True,False
residual,5,4040,4040,True,False
