expert,class,rows,mean_gain,frac_positive
1,benign,100000,-0.17241192890456622,0.00914
1,bot,31156,-0.39434109134476786,0.0
1,brute_force,86279,0.876054335896385,0.7124561017165243
1,ddos,100000,0.02201111550820242,0.15035
1,dos,45446,1.6886462285948551,0.3988909915064032
1,infiltration,28224,20.36279153054777,0.8915816326530612
1,web_attacks,381,259.48878681626826,0.9133858267716536
2,benign,100000,-0.05078112284164639,0.11898
2,bot,31156,0.13670562492483798,0.9999679034535884
2,brute_force,86279,2.551978498225618,0.7533467008194347
2,ddos,100000,0.060292555690531206,0.79732
2,dos,45446,-6.815141036915484,0.28928838621660874
2,infiltration,28224,16.818447872643713,0.901750283446712
2,web_attacks,381,344.76743097652997,0.979002624671916
3,benign,100000,0.00838745143386413,0.58223
3,bot,31156,0.06720565946564398,0.8495634869688021
3,brute_force,86279,1.4338986560570202,0.8290777593620695
3,ddos,100000,0.05580159610356855,0.2254
3,dos,45446,0.6808714002858991,0.4541433789552436
3,infiltration,28224,-4.611014563134766,0.4776077097505669
3,web_attacks,381,-762.1523101277635,0.2992125984251969
4,benign,100000,-0.06856198623490872,0.00905
4,bot,31156,-3.8920249448234863,0.0
4,brute_force,86279,-1.540717567258335,0.0
4,ddos,100000,-0.8014184578790472,0.00301
4,dos,45446,-1.9757929651196946,0.0
4,infiltration,28224,12.486779064749268,0.8594104308390023
4,web_attacks,381,-142.3016124844761,0.23097112860892388
