class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3468141,0,6,34779,0
bot,41542,41401,0,21,120,0
brute_force,115040,115020,0,0,20,0
ddos,264872,244838,727,31,19276,0
dos,60594,39235,0,0,21359,24
infiltration,37631,4435,8112,0,25084,0
web_attacks,509,474,0,0,35,0
