condition,policy,rows,macro_f1,accuracy,tail_f1,benign_f1,calls,accepted,changed,H,D,net_correction
0,region_constant,2271723,0.229587969402252,0.1467159508443591,0.07003134118664217,0.0,2271723,2271723,1906262,32582,1718826,-1686244
