beta,T,tune_balanced_nll
0.0,0.8,0.664629
0.0,1.0,0.695849
0.0,1.25,0.78447
0.5,0.8,2.758328
0.5,1.0,2.430556
0.5,1.25,2.23598
1.0,0.8,7.439369
1.0,1.0,6.138894
1.0,1.25,5.169232
