beta,T,tune_balanced_nll
0.0,0.8,3.345456
0.0,1.0,2.883526
0.0,1.25,2.598796
0.5,0.8,4.70596
0.5,1.0,3.979365
0.5,1.25,3.484606
1.0,0.8,6.489456
1.0,1.0,5.430635
1.0,1.25,4.670393
