beta,T,tune_balanced_nll
0.0,0.8,0.997764
0.0,1.0,0.992997
0.0,1.25,1.037087
0.5,0.8,1.773917
0.5,1.0,1.632903
0.5,1.25,1.569402
1.0,0.8,2.949455
1.0,1.0,2.570213
1.0,1.25,2.322763
