class_name,beta,fire_rate_all,fire_rate_true,mean_conf_all,mean_conf_true
analysis,0.5,0.15645677694770543,0.983177570093458,0.3641569912433624,0.6203184127807617
backdoor,0.5,0.1497817017560881,0.9334763948497854,0.30356448888778687,0.6605830192565918
dos,0.9,0.22214029300475405,0.9098135126872516,0.46225282549858093,0.542701244354248
fuzzers,0.7,0.18798874551275832,0.9104970096927202,0.21129275858402252,0.8315460681915283
reconnaissance,0.1,0.10614145726205491,0.8988563259471051,0.13472241163253784,0.8997657299041748
shellcode,0.1,0.015484622101484428,0.9238410596026491,0.01817833073437214,0.9058110117912292
worms,0.2,0.005452605025710682,0.9142857142857143,0.01574711687862873,0.8750002384185791
