class,owner_expert,is_tail,singleton_expert,support,xgb_precision,xgb_recall,xgb_f1,expert_precision,expert_recall,expert_f1,f1_delta,owner_expert_in_rate (↑),other_experts_out_rate (↑),in_rate__brute_force (owner↑/non-owner↓),in_rate__tail (owner↑/non-owner↓),in_rate__benign (owner↑/non-owner↓)
benign,benign,False,True,100000,,,,0.5820708127563405,0.97356,0.7285544305502548,,0.97356,0.6400250000000001,0.0,0.71995,0.97356
brute_force,brute_force,False,True,100000,0.999940003599784,1.0,0.999970000899973,1.0,0.99798,0.9989889788686572,-0.0009810220313157814,0.99798,1.0,0.99798,0.0,0.0
bot,tail,True,False,41542,0.9999758564909824,0.9970150690867075,0.9984932679210713,1.0,0.9945597226902894,0.9972724420092206,-0.001220825911850687,0.9945597226902894,0.5,0.0,0.9945597226902894,1.0
infiltration,tail,True,False,37631,0.9961608190252746,0.9929047859477559,0.9945301374785398,0.9999720927636536,0.9521936701124073,0.9754982032015681,-0.019031934276971696,0.9521936701124073,0.6284712072493424,0.0,0.9521936701124073,0.7430575855013154
web_attacks,tail,True,False,509,0.6448598130841121,0.9489194499017681,0.7678855325914149,1.0,0.4381139489194499,0.6092896174863388,-0.1585959151050761,0.4400785854616896,0.6090373280943026,0.0,0.4400785854616896,0.7819253438113949
macro_avg,,,,179682,0.9102341230500384,0.9847098262340579,0.9402197347227497,0.9999930231909134,0.8457118354305366,0.8952623103914462,-0.044957424331303564,,,,,
tail_macro_avg,,,,79682,0.8803321628667898,0.9796131016454105,0.920302979330342,0.9999906975878846,0.7949557805740488,0.8606867542323758,-0.05961622509796616,,,,,
weighted_avg,,,,179682,0.9981509489872481,0.9976792333121849,0.9978318627659888,0.9999941553566248,0.986014180607963,0.9925684875101098,-0.005263375255879192,,,,,
