true_class,role,owner_expert,support,all_out_rate,owner_only_in_rate,single_non_owner_in_rate,multi_in_rate,mean_experts_in
bot,target known,tail,41542,0.005440277309710654,0.9945597226902894,0.0,0.0,0.9945597226902894
brute_force,target known,brute_force,100000,0.00202,0.99798,0.0,0.0,0.99798
infiltration,target known,tail,37631,0.047806329887592675,0.9521936701124073,0.0,0.0,0.9521936701124073
web_attacks,target known,tail,509,0.5599214145383105,0.4400785854616896,0.0,0.0,0.4400785854616896
unseen::ddos,target unseen,,100000,0.37429,,0.62571,0.0,0.62571
unseen::dos,target unseen,,60594,0.6154899825065188,,0.3845100174934812,0.0,0.3845100174934812
benign_diagnostic,benign diagnostic,,100000,0.2638,,0.7362,0.0,0.7362
