expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
brute_force,brute_force,brute_force,True,0.99798,0.0,,0.13144949375443665,0.0,0.0
tail,"bot,infiltration,web_attacks","bot,infiltration,web_attacks",False,0.9710097638111493,0.0,,0.4032529235214267,0.008508441521194624,0.7362
benign,benign,benign,True,0.97356,0.3890317338408967,,0.697909012790017,0.006507448881841905,
