metric,value
energy_threshold,2.3997695446014404
energy_scale,0.8129572868347168
temperature,1.0
auroc_ood,0.50921
aupr_ood,0.47672074364601064
fpr95_ood,0.845
id_retain_at_tau,0.987
ood_detect_at_tau,0.007
id_macro_f1,0.29270864341492836
id_weighted_f1,0.2915198744085704
id_accuracy,0.317
