class_id,class_name,baseline_precision,baseline_recall,baseline_f1,moe_precision,moe_recall,moe_f1,delta_f1
0,analysis,0.15052732502396932,0.31274900398406374,0.20323624595469256,0.12162162162162163,0.008964143426294821,0.016697588126159554,-0.18653865782853302
1,backdoor,0.1620016963528414,0.2516469038208169,0.19711042311661506,0.18627450980392157,0.025032938076416336,0.04413472706155633,-0.15297569605505873
2,dos,0.2859013531209079,0.29137010676156583,0.28860982595285306,0.13367340265515662,0.9092526690391459,0.23308056331603855,-0.055529262636814514
3,exploits,0.8468045112781954,0.8433458134785569,0.8450716234652115,0.9252387950036738,0.4286078965282505,0.5858339148639219,-0.2592377086012896
4,fuzzers,0.8392904073587385,0.8276532331216794,0.8334311998434136,0.7387054476099655,0.8030322664247764,0.7695268843909102,-0.06390431545250341
5,generic,0.951450443190975,0.8013233797081778,0.8699576349235587,0.9491686460807601,0.6779776043434,0.7909738717339667,-0.078983763189592
6,normal,0.9966499842193065,0.9974752545615765,0.9970624486210423,0.9999590889565184,0.9926626700931607,0.9962975208108769,-0.0007649278101654611
7,reconnaissance,0.9121721919841662,0.7547594677584443,0.82603338187521,0.9262636789994789,0.7277379733879222,0.8150865527914708,-0.010946829083739229
8,shellcode,0.8761384335154827,0.9285714285714286,0.901593252108716,0.706081081081081,0.806949806949807,0.7531531531531531,-0.14844009895556287
9,worms,0.8,0.6153846153846154,0.6956521739130435,0.11029411764705882,0.23076923076923078,0.14925373134328357,-0.5463984425697599
