tau_pre,tau_post,helpful,harmful,accepted,net_gain,feasible,reason
6.419802957680076e-06,0.0,17,5,91973,47622.30655773334,False,"proposal,harmful_fraction,decided_support"
6.419802957680076e-06,0.25,5,4,80949,40703.3047722998,False,"proposal,harmful_fraction,decided_support"
6.419802957680076e-06,0.5,1,4,65168,33151.075443680485,False,"proposal,harmful_fraction,decided_support"
6.419802957680076e-06,1.0,0,1,2433,1936.2535773004067,False,"proposal,harmful_fraction,decided_support"
6.419802957680076e-06,2.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
6.419802957680076e-06,4.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
6.419802957680076e-06,8.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.9997008323669434,0.0,4,0,71430,34288.281287385835,False,"proposal,decided_support"
0.9997008323669434,0.25,3,0,63170,31360.931959366495,False,"proposal,decided_support"
0.9997008323669434,0.5,0,0,49781,24992.837436497775,False,"proposal,decided_support"
0.9997008323669434,1.0,0,0,1071,857.736277192279,False,"proposal,decided_support"
0.9997008323669434,2.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.9997008323669434,4.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.9997008323669434,8.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.9998795986175537,0.0,2,0,51634,24550.590743394343,False,"proposal,decided_support"
0.9998795986175537,0.25,2,0,48274,23362.645561059384,False,"proposal,decided_support"
0.9998795986175537,0.5,0,0,41268,19941.99349067326,False,"proposal,decided_support"
0.9998795986175537,1.0,0,0,175,120.93897370240065,False,"proposal,accepted_support,decided_support"
0.9998795986175537,2.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.9998795986175537,4.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.9998795986175537,8.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.9999109506607056,0.0,2,0,41589,20438.90722421772,False,"proposal,decided_support"
0.9999109506607056,0.25,2,0,40950,20192.78620988319,False,"proposal,decided_support"
0.9999109506607056,0.5,0,0,36554,17797.080162959523,False,"proposal,decided_support"
0.9999109506607056,1.0,0,0,158,107.32087457831646,False,"proposal,accepted_support,decided_support"
0.9999109506607056,2.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.9999109506607056,4.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.9999109506607056,8.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.9999250173568726,0.0,0,0,36451,17329.8435595145,False,decided_support
0.9999250173568726,0.25,0,0,36361,17294.50646689976,False,decided_support
0.9999250173568726,0.5,0,0,33169,16208.791318655227,False,decided_support
0.9999250173568726,1.0,0,0,132,89.8450576678069,False,"accepted_support,decided_support"
0.9999250173568726,2.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9999250173568726,4.0,0,0,0,0.0,False,"accepted_support,decided_support"
