K,beta,tune_expert_balanced_nll
2,0.0,1.833092
2,0.5,3.809403
2,1.0,6.639642
4,0.0,0.982221
4,0.5,2.461665
4,1.0,5.834159
8,0.0,1.279006
8,0.5,3.209423
8,1.0,7.352706
