class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,116541,83365,-33176,3498079,3498074
bot,45,45,0,41413,41413
brute_force,0,0,0,37676,37676
ddos,9,9,0,186364,209938
dos,1,1,0,37382,38848
infiltration,101279,101282,3,1976,10112
web_attacks,2101,2103,2,248,248
