bank,expert,block_rows,residual_regime_rows,identical_to_residual,selector_active
residual,1,15980,15980,True,False
residual,2,186000,1913527,True,True
residual,3,252,252,True,False
residual,4,412,412,True,False
residual,5,18779,18779,True,False
