a,b,gain_pearson_r
e1,e2,0.3953
e1,e3,0.98
e1,e4,0.9519
e1,e5,0.9845
e2,e3,0.4783
e2,e4,0.5232
e2,e5,0.4116
e3,e4,0.9519
e3,e5,0.9704
e4,e5,0.9564
