a,b,agreement
global,e1,0.7895
global,e2,0.6151
global,e3,0.636
global,e4,0.6407
global,e5,0.8317
e1,e2,0.4255
e1,e3,0.7609
e1,e4,0.7679
e1,e5,0.9553
e2,e3,0.4429
e2,e4,0.4489
e2,e5,0.4515
e3,e4,0.7992
e3,e5,0.7983
e4,e5,0.8053
