class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3498074,0,5,4847,0
bot,41542,41413,0,0,129,0
brute_force,115040,37676,0,0,77364,0
ddos,264872,186364,23574,0,54934,0
dos,60594,37382,1466,0,21746,0
infiltration,37631,1976,8136,0,27519,0
web_attacks,509,248,0,0,261,0
