expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9337,1725,11682,0.7509,0.8565
2,202121,normgain,0.9513,476,9375,0.6608,0.9428
3,202121,normgain,0.9624,359,7241,0.8116,0.9626
4,202121,normgain,0.9508,1735,8214,0.7677,0.9359
5,202121,normgain,0.9442,623,10655,0.8218,0.9183
