budget,train_rows,fit_s,macro_f1,tail_f1,weighted_f1,brute_f1,ddos_f1,recall_ftp_bruteforce,recall_ssh_bruteforce
c0,250000,1110.4,0.754744,0.530638,0.984443,0.915874,0.998513,1.0,0.999469
