class,prior_train_context,prior_eval_true,xgboost_p_test_avg,xgboost_distpfn_factor,xgboost_distpfn_t_prior,xgboost_distpfn_t_factor,tabpfn_v3_p_test_avg,tabpfn_v3_distpfn_factor,tabpfn_v3_distpfn_t_prior,tabpfn_v3_distpfn_t_factor
benign,0.75,0.8707001591304646,0.8395189438757162,1.1193585769095071,0.33666952660442295,0.44889269615399463,0.8450546448167552,1.1267395113991467,0.34182922199836485,0.4557722899208559
bot,0.04848,0.010325832178755065,0.010318667107987265,0.2128437495781718,0.10804827457796981,2.228718075305055,0.010392945353063685,0.214375891281039,0.10732913851536456,2.2138844137071043
brute_force,0.04848,0.028594765149583135,0.025569857355818272,0.5274309422753475,0.11033065334054726,2.275796835449235,0.020331459555681858,0.41937820465964953,0.10881983759857063,2.2446331508300146
ddos,0.04848,0.06583755767298664,0.06526907067413128,1.3463089358713265,0.11650038550476773,2.4030602614307983,0.06356802109871461,1.3112212868502833,0.11554971260936815,2.383450676049121
dos,0.04848,0.015061467311142563,0.017985048457714273,0.3709786457905902,0.10918960406863897,2.2522603454215244,0.017018646518806958,0.35104461650909224,0.10832065526670906,2.234336487692743
infiltration,0.04847,0.009353699646592167,0.040064943675195516,0.8265924367499721,0.11254454995809977,2.3219419587101338,0.0390711482420144,0.8060891310320423,0.11168719989915617,2.3042537003635064
web_attacks,0.00761,0.0001265189104758155,0.0012734681311685112,0.16734119024396962,0.10671700594555347,14.023241223803055,0.004563140544628229,0.5996234623381874,0.10646423411246665,13.990025520658534
