expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,"ddos,dos","ddos,dos",False,0.9671267733773065,0.022323709459522997,0.024258844045839563,0.0807,,0.35421
probe_access,scanning,"scanning,password",True,0.42779,6.671763152408089e-05,0.0004885093181009843,0.0,,0.45129
application,"injection,xss","injection,xss",False,0.9623035224205584,0.018809396934738803,0.03102043487508385,0.72471,,0.20514
stealth_malware,"backdoor,mitm,ransomware","backdoor,mitm,ransomware",False,0.9503479626028072,0.0,0.0,0.0,,0.0
benign,benign,benign,True,0.90495,0.24069389308825928,0.19686409305378613,0.41465,,
