K,beta,tune_expert_balanced_nll
2,0.0,1.65487
2,0.5,3.177396
2,1.0,6.324906
4,0.0,1.199636
4,0.5,2.661217
4,1.0,6.054459
8,0.0,1.006267
8,0.5,2.653312
8,1.0,6.268834
