expert,frac_positive,frac_unique_positive,mean_gain_positive
1,0.0673,0.0001,21.3629
2,0.2609,0.1152,0.7574
3,0.2603,0.0002,4.6483
4,0.4968,0.0432,2.8977
5,0.259,0.0033,5.4762
