a,b,gain_pearson_r
e1,e2,-0.3714
e1,e3,0.5823
e1,e4,0.9487
e1,e5,0.9513
e2,e3,0.1799
e2,e4,-0.4856
e2,e5,-0.4789
e3,e4,0.4849
e3,e5,0.5243
e4,e5,0.978
