a,b,agreement
global,e1,0.8112
global,e2,0.8055
global,e3,0.8576
global,e4,0.8577
global,e5,0.6691
e1,e2,0.6171
e1,e3,0.9515
e1,e4,0.9521
e1,e5,0.764
e2,e3,0.6645
e2,e4,0.664
e2,e5,0.8521
e3,e4,0.9974
e3,e5,0.8079
e4,e5,0.8094
