expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9714,0,5774,0.779,0.6451
2,202121,normgain,0.8213,447,35672,0.6808,0.6686
3,202121,normgain,0.9448,0,11158,0.7447,0.4487
4,202121,normgain,0.881,778,23271,0.8076,0.4659
5,202121,normgain,0.9075,373,18331,0.7931,0.3716
