class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,30457,30457,0,3497238,3497238
bot,4,4,0,41422,41422
brute_force,21110,21110,0,115020,115020
ddos,143,143,0,260732,260732
dos,3,3,0,38845,38845
infiltration,3295,3295,0,11750,11750
web_attacks,2631,2631,0,464,464
