class,support,owned_expert,primary_bottleneck,baseline_recall,moe_recall,baseline_f1,moe_f1,delta_f1,benign_gate_rate,all_reject_rate,owned_accept_rate,owned_selected_rate,wrong_expert_selected_rate,local_acc_given_owned_selected,selected_but_wrong_rate,selected_minus_recall,multi_accept_rate,meta_router_rate,stability_tiebreak_rate,mean_owned_margin,mean_owned_stability,mean_owned_local_conf
benign,454537,benign_default,benign_false_accept,0.9987217762250378,0.9974281521636302,0.999346179331782,0.998456181769731,-0.0008899975620509926,0.9972059480306333,0.00022220413299687373,,,0.0025718478363697564,,0.0025718478363697564,,0.0015312284808497438,0.0015312284808497438,0.0,,,
web-attack-�-xss,130,WebBot_Main,gate_reject,0.5230769230769231,0.5846153846153846,0.44299674267100975,0.28044280442804426,-0.1625539382429655,0.0,0.07692307692307693,0.9076923076923077,0.9,0.023076923076923078,0.6495726495726496,0.3384615384615385,0.3153846153846154,0.038461538461538464,0.038461538461538464,0.0,0.16636358201503754,0.8247445821762085,0.693670392036438
dos-hulk,46025,DoS_DDoS,ok,0.999369907658881,0.9959587180879956,0.9986213484731705,0.9946728292592955,-0.003948519213875068,0.0,0.0005649103747963064,0.9959587180879956,0.9959587180879956,0.003476371537208039,1.0,0.003476371537208039,0.0,0.9271700162954916,0.9271700162954916,0.0,6.055944442749023,0.6760923862457275,0.9997219443321228
ddos,25606,DoS_DDoS,ok,0.9999609466531282,0.9997266265718973,0.999648629655657,0.9988879133743049,-0.0007607162813521029,0.0,3.9053346871826916e-05,0.9997266265718973,0.9997266265718973,0.00023432008123096148,1.0,0.00023432008123096148,0.0,0.9282980551433258,0.9282980551433258,0.0,6.548417091369629,0.3386569619178772,0.9999482035636902
dos-goldeneye,2059,DoS_DDoS,ok,0.9985429820301117,0.9898008742107819,0.9894128970163619,0.9809867629362214,-0.00842613408014048,0.0,0.0,0.9907722195240408,0.9907722195240408,0.009227780475959204,0.9990196078431373,0.010199125789218067,0.0009713453132589311,0.9732880038853813,0.9732880038853813,0.0,5.670374393463135,0.9700248837471008,0.999351978302002
ftp-patator,1588,Scan_Brute,ok,0.9993702770780857,0.9924433249370277,0.9993702770780857,0.9962073324905183,-0.0031629445875673845,0.0,0.001889168765743073,0.9924433249370277,0.9924433249370277,0.005667506297229219,1.0,0.005667506297229219,0.0,0.6882871536523929,0.6882871536523929,0.0,1.5276368856430054,0.3882284164428711,0.9999844431877136
bot,393,WebBot_Main,ok,0.989821882951654,0.989821882951654,0.790650406504065,0.7423664122137404,-0.048283994290324594,0.007633587786259542,0.002544529262086514,0.989821882951654,0.989821882951654,0.0,1.0,0.0,0.0,0.5903307888040712,0.5903307888040712,0.0,2.2005059719085693,0.9917653799057007,0.9913353323936462
heartbleed,2,Rare_Micro,ok,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.773082256317139,0.6928675174713135,0.9620615243911743
portscan,31786,Scan_Brute,wrong_expert,0.9996853960863273,0.9834518341408167,0.9966283500870357,0.9884272434073231,-0.008201106679712522,6.292078273453722e-05,0.004939281444661172,0.9834518341408167,0.9834518341408167,0.01154596363178758,1.0,0.01154596363178758,0.0,0.9605172088340779,0.9605172088340779,0.0,2.3575446605682373,0.8977680802345276,0.9999179244041443
ssh-patator,1179,Scan_Brute,wrong_expert,1.0,0.9686174724342663,0.9995760915642221,0.984058595433003,-0.01551749613121911,0.0,0.009329940627650551,0.9711620016963528,0.9686174724342663,0.02205258693808312,1.0,0.02205258693808312,0.0,0.549618320610687,0.549618320610687,0.0,0.6127039790153503,0.9888361096382141,0.9999696612358093
dos-slowloris,1159,DoS_DDoS,wrong_expert,0.996548748921484,0.9603106125970664,0.9888698630136986,0.9758877685225779,-0.012982094491120755,0.0025884383088869713,0.001725625539257981,0.9620362381363244,0.9603106125970664,0.03537532355478861,1.0,0.03537532355478861,0.0,0.8610871440897325,0.8610871440897325,0.0,3.645020008087158,0.5723108053207397,0.9943880438804626
dos-slowhttptest,1100,DoS_DDoS,wrong_expert,0.990909090909091,0.9827272727272728,0.9873188405797102,0.9840691852526172,-0.0032496553270929818,0.0009090909090909091,0.0027272727272727275,0.9845454545454545,0.9836363636363636,0.012727272727272728,0.9990757855822551,0.013636363636363636,0.0009090909090908594,0.9345454545454546,0.9345454545454546,0.0,3.9626145362854004,0.5602921843528748,0.9969130754470825
web-attack-�-brute-force,302,WebBot_Main,wrong_expert,0.7019867549668874,0.5662251655629139,0.729776247848537,0.5119760479041916,-0.2178001999443454,0.0,0.033112582781456956,0.9602649006622517,0.8940397350993378,0.0728476821192053,0.6333333333333333,0.40066225165562913,0.32781456953642385,0.10596026490066225,0.10596026490066225,0.0,0.2862490713596344,0.9081048965454102,0.7482643127441406
infiltration,7,Rare_Micro,wrong_expert,1.0,0.8571428571428571,0.9333333333333333,0.061855670103092786,-0.8714776632302406,0.0,0.0,0.8571428571428571,0.8571428571428571,0.14285714285714285,1.0,0.14285714285714285,0.0,0.8571428571428571,0.8571428571428571,0.0,0.3260515332221985,0.9999784827232361,0.9628910422325134
web-attack-�-sql-injection,4,WebBot_Main,wrong_expert,0.25,0.25,0.25,0.00546448087431694,-0.24453551912568305,0.0,0.0,1.0,0.5,0.5,0.5,0.75,0.25,0.5,0.5,0.0,1.3495818376541138,0.3960699439048767,0.9848333597183228
