budget,train_rows,fit_s,macro_f1,tail_f1,weighted_f1,brute_f1,ddos_f1,recall_ftp_bruteforce,recall_ssh_bruteforce
c0,1000000,599.3,0.738512,0.495279,0.979382,0.915874,0.995093,1.0,0.999469
