class,support,seen_in_trainval,is_unseen_attack,exp0_ood_rate,ood_detect_all_reject_rate,ood_detect_total_rate,known_expert_accept_rate,binary_benign_stop_rate,multi_accept_rate
normal,413933,True,False,9.663399632307644e-06,9.663399632307644e-06,1.9326799264615288e-05,0.001007409411668072,0.9989732637890674,0.0008189731188380728
portscan,158804,False,True,0.0,1.8891211808266793e-05,1.8891211808266793e-05,0.003368932772474245,0.9966121760157175,0.0030162968187199316
ddos,128025,False,True,0.0,0.0,0.0,0.6379300917789494,0.36206990822105056,0.3818863503222027
bot,1956,False,True,0.0,0.0,0.0,0.0,1.0,0.0
