expert,threshold,objective,owned_accept_rate,mean_owned_class_accept_rate,min_owned_class_accept_rate,benign_accept_rate,non_owned_attack_accept_rate,owned_local_acc_given_accept,floor_shortfall,owned_support,benign_support,non_owned_attack_support,old_threshold,score_scale
DoS_Like_Known,4.6454572677612305,0.2046991403624565,0.9900085414059552,0.9471365903618342,0.8826574633304572,0.09005647709958597,0.003737153534724385,0.9999598715890851,0.09370617303317907,50343,371478,3211,4.6454572677612305,0.43141746520996094
Credential_Web_Like_Known,1.494188904762268,-1.3450563888200338,0.9949968730456535,0.9801833927661743,0.9538461538461539,0.6944341253048633,0.2419374056716181,0.9585166561910748,0.0,3198,371478,50356,1.494188904762268,1.3312013149261475
Rare_Fallback_Known,1.8922754526138306,-2.545755589948218,0.9230769230769231,0.9523809523809524,0.8571428571428571,0.7704090148003381,0.7226237836424423,1.0,0.09285714285714286,13,371478,53541,1.8922754526138306,0.13267207145690918
