round,expert,coverage,regime_tune_rows,marginal,action
0,1,0.5254,38,,dropped(min-support)
0,3,0.5338,4,,dropped(min-support)
0,4,0.0224,10,,dropped(min-support)
0,5,0.3469,0,,dropped(min-support)
0,7,0.0216,4,,dropped(min-support)
0,8,0.5331,5,,dropped(min-support)
0,2,0.1106,2339,26.8034,kept(prune off)
0,6,0.7588,83395,0.0177,kept(prune off)
