expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9394,213,12044,0.8086,0.9843
2,202121,normgain,0.9107,2989,15056,0.7267,0.9862
